Order Date,Ship Date,Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
2017-11-24,2017-12-01,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,2.8553201198372458,9,0.0,7.371
2017-11-24,2017-12-01,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Envelopes,5.129662000517897,2,0.0,78.9412
2017-11-24,2017-12-01,Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,5.776313966722697,2,0.2,-16.0784
2017-11-24,2017-12-01,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,2.6361960973342264,2,0.0,6.2208
2017-05-08,2017-05-12,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,4.860261915719403,3,0.3,-23.7822
2017-09-29,2017-09-29,Same Day,Home Office,United States,Mentor,Ohio,44060,East,Furniture,Chairs,4.169544794785036,1,0.3,-15.4666
2017-09-29,2017-09-29,Same Day,Home Office,United States,Mentor,Ohio,44060,East,Technology,Accessories,5.484697343469493,3,0.2,65.9934
2017-09-29,2017-09-29,Same Day,Home Office,United States,Mentor,Ohio,44060,East,Furniture,Tables,5.844181894958544,2,0.4,-189.321
2017-09-29,2017-09-29,Same Day,Home Office,United States,Mentor,Ohio,44060,East,Office Supplies,Paper,2.8065069404432417,3,0.2,5.4432
2017-09-29,2017-09-29,Same Day,Home Office,United States,Mentor,Ohio,44060,East,Furniture,Furnishings,3.102252116931664,4,0.2,7.4368
2017-09-29,2017-09-29,Same Day,Home Office,United States,Mentor,Ohio,44060,East,Office Supplies,Paper,2.245803078895061,2,0.2,2.64
2017-10-22,2017-10-22,Same Day,Consumer,United States,Lawton,Oklahoma,73505,Central,Office Supplies,Storage,5.811410417756429,3,0.0,23.3163
2017-10-22,2017-10-22,Same Day,Consumer,United States,Lawton,Oklahoma,73505,Central,Furniture,Tables,5.521380914662076,2,0.0,54.7756
2014-03-24,2014-03-28,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,3.254242968705492,5,0.0,11.703
2016-11-03,2016-11-08,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Fasteners,2.7887081041196646,7,0.0,5.0358
2016-11-03,2016-11-08,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Appliances,3.7914360424390283,2,0.0,14.2956
2016-11-03,2016-11-08,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,3.7973750502672354,12,0.2,15.7992
2016-11-03,2016-11-08,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,4.764564238138341,3,0.0,56.9772
2016-11-03,2016-11-08,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,2.3317554702938255,2,0.2,3.0212
2016-11-03,2016-11-08,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,3.017493765335504,3,0.0,9.3312
2016-11-03,2016-11-08,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,5.754317148030249,3,0.0,150.984
2015-09-05,2015-09-11,Standard Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Binders,2.848970892158587,5,0.8,-25.2185
2015-09-05,2015-09-11,Standard Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Supplies,4.250208060053033,9,0.2,-14.688
2015-09-05,2015-09-11,Standard Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Binders,1.6992786164338898,3,0.8,-7.8225
2017-08-14,2017-08-21,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Tables,6.038577114422175,3,0.2,5.2287
2014-12-01,2014-12-03,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Copiers,6.4937356853752455,2,0.4,109.998
2014-12-01,2014-12-03,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,2.2113466125597747,2,0.2,1.4224
2014-12-01,2014-12-03,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,3.6186715590704397,7,0.2,12.7008
2014-12-01,2014-12-03,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Chairs,6.814235495461433,6,0.3,-51.984
2017-06-18,2017-06-23,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Bookcases,6.823202876235765,9,0.15,75.5937
2017-06-18,2017-06-23,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Paper,3.6858749450936377,6,0.0,19.0512
2017-12-02,2017-12-09,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,6.449167836390876,4,0.7,-462.8624
2014-11-21,2014-11-26,Standard Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Paper,2.6361960973342264,2,0.0,6.2208
2016-04-10,2016-04-16,Standard Class,Corporate,United States,Bakersfield,California,93309,West,Office Supplies,Paper,2.6361960973342264,2,0.0,6.2208
2016-04-10,2016-04-16,Standard Class,Corporate,United States,Bakersfield,California,93309,West,Office Supplies,Binders,3.186352633162641,5,0.2,8.12
2014-06-30,2014-07-04,Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Paper,3.2928695047765273,5,0.2,9.072
2014-06-30,2014-07-04,Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Fasteners,3.105124650325188,6,0.2,7.1928
2014-12-24,2014-12-29,Standard Class,Home Office,United States,Los Angeles,California,90045,West,Technology,Phones,5.1628183250858735,7,0.2,17.3656
2014-12-24,2014-12-29,Standard Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Appliances,5.894292635355709,2,0.0,101.3488
2014-12-24,2014-12-29,Standard Class,Home Office,United States,Los Angeles,California,90045,West,Technology,Accessories,4.156536582478548,3,0.0,13.1985
2014-12-24,2014-12-29,Standard Class,Home Office,United States,Los Angeles,California,90045,West,Technology,Phones,6.70854307495963,3,0.2,51.1485
2014-12-24,2014-12-29,Standard Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Storage,3.060583245873607,1,0.0,0.2034
2014-12-24,2014-12-29,Standard Class,Home Office,United States,Los Angeles,California,90045,West,Furniture,Furnishings,3.218475744846861,1,0.0,5.5177
2017-05-23,2017-05-29,Standard Class,Consumer,United States,Los Angeles,California,90036,West,Furniture,Tables,5.149167495142153,3,0.2,-6.4233
2016-11-10,2016-11-14,Standard Class,Corporate,United States,Springfield,Missouri,65807,Central,Furniture,Furnishings,3.6454498961866,2,0.0,17.158
2016-11-10,2016-11-14,Standard Class,Corporate,United States,Springfield,Missouri,65807,Central,Office Supplies,Binders,4.418358563921272,2,0.0,39.3408
2016-10-02,2016-10-03,First Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,4.021630489933296,6,0.7,-40.1808
2016-09-06,2016-09-08,First Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Storage,2.4667426791603293,1,0.2,0.8088
2016-10-27,2016-11-01,Second Class,Consumer,United States,Hampton,Virginia,23666,South,Furniture,Chairs,5.676685306771834,1,0.0,75.6548
2017-10-22,2017-10-26,Standard Class,Home Office,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Art,3.622739651609391,4,0.0,12.0252
2016-09-15,2016-09-20,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,3.109060958860994,5,0.0,10.058
2016-09-15,2016-09-20,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,3.9052803245607537,7,0.2,15.8158
2016-09-25,2016-10-01,Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Art,2.8656235882069705,4,0.0,6.9552
2017-06-10,2017-06-14,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Storage,7.206762973763833,8,0.2,84.22
2014-02-20,2014-02-26,Standard Class,Corporate,United States,Richmond,Indiana,47374,Central,Technology,Accessories,4.148043294556035,3,0.0,22.4316
2014-02-20,2014-02-26,Standard Class,Corporate,United States,Richmond,Indiana,47374,Central,Furniture,Furnishings,3.0596455992976437,4,0.0,6.9088
2017-02-20,2017-02-25,Second Class,Corporate,United States,Louisville,Colorado,80027,West,Office Supplies,Fasteners,2.344878005184297,3,0.2,3.0654
2014-11-02,2014-11-06,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Labels,3.5796224681769866,7,0.0,16.0356
2014-11-02,2014-11-06,Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,4.503580330226458,6,0.0,24.1218
2017-07-17,2017-07-23,Standard Class,Home Office,United States,Rome,New York,13440,East,Technology,Phones,5.602045017418285,2,0.0,67.495
2017-07-17,2017-07-23,Standard Class,Home Office,United States,Rome,New York,13440,East,Office Supplies,Paper,4.6141299273595635,5,0.0,47.952
2017-07-17,2017-07-23,Standard Class,Home Office,United States,Rome,New York,13440,East,Furniture,Furnishings,3.6908774567766094,4,0.0,14.4596
2017-09-08,2017-09-10,Second Class,Corporate,United States,Marion,Ohio,43302,East,Technology,Accessories,4.769259881187242,4,0.2,33.5892
2016-11-14,2016-11-18,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,1.1927096120472251,2,0.8,-3.9032
2016-11-14,2016-11-17,First Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,6.01372982586185,2,0.1,72.5344
2016-11-14,2016-11-17,First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Storage,3.7242465979512276,3,0.0,10.5144
2014-10-10,2014-10-10,Same Day,Home Office,United States,Manteca,California,95336,West,Furniture,Chairs,4.815042056869052,3,0.2,13.7646
2014-10-10,2014-10-10,Same Day,Home Office,United States,Manteca,California,95336,West,Office Supplies,Envelopes,2.789937360574394,2,0.0,7.4872
2015-03-19,2015-03-26,Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Paper,2.561867690924129,2,0.0,5.8604
2017-07-08,2017-07-12,Standard Class,Home Office,United States,Seattle,Washington,98115,West,Furniture,Furnishings,2.8237570088141806,3,0.0,4.9104
2017-07-08,2017-07-12,Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Binders,4.470220645409798,3,0.2,30.2316
2017-07-08,2017-07-12,Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Art,2.9569914452375605,3,0.0,6.2016
2017-07-08,2017-07-12,Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Art,2.647592232065096,4,0.0,4.3296
2015-02-27,2015-03-02,Standard Class,Corporate,United States,Providence,Rhode Island,2908,East,Technology,Phones,4.672641901103104,2,0.0,1.0598
2015-02-27,2015-03-02,Standard Class,Corporate,United States,Providence,Rhode Island,2908,East,Furniture,Tables,6.204396133345775,7,0.3,-28.224
2017-06-16,2017-06-21,Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,1.9367252394782408,7,0.8,-8.904
2017-03-30,2017-03-31,First Class,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Envelopes,5.789531944664912,2,0.0,149.8956
2015-07-12,2015-07-17,Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Chairs,5.952222033717077,9,0.3,-5.4801
2015-07-12,2015-07-17,Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,5.0071626046172835,2,0.2,16.704
2015-07-12,2015-07-17,Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,6.288869201707886,7,0.2,53.7544
2015-07-12,2015-07-17,Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,1.0743195960990652,2,0.8,-2.9884
2015-07-12,2015-07-17,Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,2.068380594320411,3,0.2,0.6912
2015-07-12,2015-07-17,Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,2.1701959049483,1,0.6,-2.134
2015-07-12,2015-07-17,Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,6.492494348083819,4,0.2,49.4376
2017-04-30,2017-05-02,First Class,Consumer,United States,Manchester,Connecticut,6040,East,Office Supplies,Labels,1.9110228900548727,2,0.0,2.8224
2014-07-13,2014-07-17,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Tables,5.864244623763926,3,0.2,4.3902
2014-12-27,2015-01-02,Standard Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Chairs,5.443629097708091,3,0.2,23.028
2014-12-27,2015-01-02,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper,2.6275629501895237,3,0.0,5.778
2016-02-27,2016-03-01,Second Class,Consumer,United States,La Crosse,Wisconsin,54601,Central,Office Supplies,Binders,4.0573347365882,3,0.0,28.41
2015-03-23,2015-03-26,First Class,Consumer,United States,Florence,South Carolina,29501,South,Office Supplies,Fasteners,3.4830845411343394,4,0.0,14.202
2015-03-23,2015-03-26,First Class,Consumer,United States,Florence,South Carolina,29501,South,Office Supplies,Storage,3.3645333972905638,4,0.0,0.5584
2017-10-21,2017-10-28,Standard Class,Consumer,United States,Glendale,Arizona,85301,West,Office Supplies,Binders,2.2574831190816256,1,0.7,-6.5619
2014-12-31,2015-01-05,Standard Class,Corporate,United States,El Paso,Texas,79907,Central,Office Supplies,Envelopes,3.9233189651699973,2,0.2,17.9684
2014-05-05,2014-05-08,First Class,Consumer,United States,San Antonio,Texas,78207,Central,Furniture,Chairs,4.8587963845122975,3,0.3,-9.1335
2015-12-04,2015-12-09,Second Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Envelopes,5.607418406373117,3,0.0,122.148
2015-12-04,2015-12-09,Second Class,Corporate,United States,Los Angeles,California,90049,West,Technology,Phones,4.712696354925099,3,0.2,8.2764
2015-12-04,2015-12-09,Second Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Furnishings,3.6216707044204863,5,0.0,13.832
2017-09-26,2017-09-30,Standard Class,Home Office,United States,Miramar,Florida,33023,South,Furniture,Chairs,6.040578468386235,4,0.2,-57.6312
2014-12-09,2014-12-14,Standard Class,Corporate,United States,Mesa,Arizona,85204,West,Office Supplies,Storage,4.6220666336478216,6,0.2,-1.2588
2017-12-03,2017-12-10,Standard Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Appliances,3.8333260584789643,3,0.2,4.5216
2017-12-03,2017-12-10,Standard Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Binders,3.3939041841680133,6,0.7,-21.1068
2017-12-03,2017-12-10,Standard Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Paper,3.236637154446843,4,0.2,8.8624
2015-11-08,2015-11-13,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,2.4402578981191185,6,0.8,-17.2854
2014-04-19,2014-04-21,Second Class,Home Office,United States,San Jose,California,95123,West,Furniture,Furnishings,4.345621952780082,3,0.0,26.649
2015-05-25,2015-05-27,Second Class,Home Office,United States,Wichita,Kansas,67212,Central,Office Supplies,Art,3.1018924693823817,3,0.0,8.0712
2015-05-25,2015-05-27,Second Class,Home Office,United States,Wichita,Kansas,67212,Central,Office Supplies,Binders,4.859502278758318,2,0.0,60.1412
2017-07-17,2017-07-21,Standard Class,Home Office,United States,Los Angeles,California,90036,West,Technology,Copiers,6.175834005519237,2,0.2,89.997
2016-12-12,2016-12-18,Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Technology,Phones,6.4906173073127995,7,0.0,184.2204
2016-12-12,2016-12-18,Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Furniture,Furnishings,3.5403794457954922,4,0.0,8.7048
2016-12-12,2016-12-18,Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,Art,2.7013612129514133,5,0.0,3.614
2016-12-12,2016-12-18,Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,Storage,3.3271919683516598,2,0.0,6.715
2014-04-11,2014-04-16,Standard Class,Consumer,United States,Lewiston,Idaho,83501,West,Office Supplies,Binders,2.3593434268126545,1,0.2,3.3544
2015-06-09,2015-06-15,Standard Class,Home Office,United States,Hampton,Virginia,23666,South,Office Supplies,Binders,4.73707525686803,3,0.0,56.55
2014-07-27,2014-08-02,Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Paper,4.201403634515509,11,0.0,32.2322
2015-07-31,2015-08-06,Standard Class,Corporate,United States,Hattiesburg,Mississippi,39401,South,Technology,Accessories,5.483551344789026,6,0.0,105.468
2016-09-19,2016-09-22,First Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,3.282113500272724,3,0.2,3.8448
2016-06-10,2016-06-12,First Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Labels,3.2033966380197407,8,0.2,7.9704
2016-08-26,2016-08-28,Second Class,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Art,2.225704048658088,2,0.0,3.7996
2017-11-02,2017-11-04,Second Class,Home Office,United States,Danville,California,94526,West,Office Supplies,Envelopes,4.351309662011821,7,0.0,38.29
2017-11-02,2017-11-04,Second Class,Home Office,United States,Danville,California,94526,West,Office Supplies,Art,2.2823823856765264,5,0.0,4.224
2017-11-02,2017-11-04,Second Class,Home Office,United States,Danville,California,94526,West,Office Supplies,Binders,6.382411440783231,6,0.2,206.6232
2017-11-02,2017-11-04,Second Class,Home Office,United States,Danville,California,94526,West,Office Supplies,Fasteners,1.884034745337226,3,0.0,0.1674
2017-11-02,2017-11-04,Second Class,Home Office,United States,Danville,California,94526,West,Furniture,Furnishings,3.2588654730843594,3,0.0,10.5084
2017-11-02,2017-11-04,Second Class,Home Office,United States,Danville,California,94526,West,Office Supplies,Storage,6.117105517060953,7,0.0,22.6275
2016-12-26,2016-12-31,Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Supplies,2.9317269435780786,2,0.0,4.9728
2016-12-26,2016-12-31,Standard Class,Corporate,United States,Los Angeles,California,90004,West,Technology,Phones,5.714999329861366,2,0.2,30.2384
2016-12-26,2016-12-31,Standard Class,Corporate,United States,Los Angeles,California,90004,West,Furniture,Chairs,4.992824282216802,3,0.2,-5.4882
2016-12-26,2016-12-31,Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Appliances,2.186051276738094,2,0.0,2.054
2016-12-26,2016-12-31,Standard Class,Corporate,United States,Los Angeles,California,90004,West,Furniture,Tables,6.806510725562694,3,0.2,33.8517
2016-12-26,2016-12-31,Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Art,4.006787581872569,3,0.0,15.1116
2016-12-05,2016-12-10,Second Class,Home Office,United States,Washington,District of Columbia,20016,East,Office Supplies,Art,3.5530597309714014,8,0.0,13.2288
2017-08-28,2017-09-01,Standard Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Supplies,3.1271990362962967,3,0.0,5.8887
2017-08-28,2017-09-01,Standard Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Appliances,4.528289141652134,5,0.0,26.564
2015-07-16,2015-07-20,Standard Class,Home Office,United States,Baltimore,Maryland,21215,East,Furniture,Chairs,5.023748933241639,1,0.0,43.7842
2015-07-16,2015-07-20,Standard Class,Home Office,United States,Baltimore,Maryland,21215,East,Office Supplies,Envelopes,4.929063640402444,9,0.0,63.135
2015-07-16,2015-07-20,Standard Class,Home Office,United States,Baltimore,Maryland,21215,East,Office Supplies,Fasteners,2.5273273656719524,4,0.0,5.4144
2015-05-26,2015-05-29,Second Class,Home Office,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Paper,2.95865326531257,1,0.2,5.9384
2015-05-26,2015-05-29,Second Class,Home Office,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Paper,5.041668736676429,4,0.2,53.8048
2015-05-26,2015-05-29,Second Class,Home Office,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Envelopes,2.582033360518723,2,0.2,4.4312
2015-05-26,2015-05-29,Second Class,Home Office,United States,Jacksonville,North Carolina,28540,South,Technology,Accessories,5.129567299064158,7,0.2,50.3832
2015-05-28,2015-06-02,Standard Class,Consumer,United States,Rochester,New York,14609,East,Technology,Phones,3.849934813114724,1,0.0,13.3371
2015-05-28,2015-06-02,Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Storage,6.284898794037626,3,0.0,160.623
2015-05-28,2015-06-02,Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Binders,1.9595312450072784,2,0.2,2.0574
2015-05-28,2015-06-02,Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Paper,3.836437018471551,7,0.0,21.7728
2017-11-09,2017-11-14,Standard Class,Consumer,United States,Oceanside,California,92054,West,Furniture,Furnishings,3.873697891106478,8,0.0,20.7328
2016-01-24,2016-01-26,Second Class,Corporate,United States,Gulfport,Mississippi,39503,South,Office Supplies,Binders,3.4769230921902907,4,0.0,15.68
2016-12-31,2017-01-06,Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Art,3.883952694833054,3,0.2,3.5712
2016-12-31,2017-01-06,Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Paper,3.1978564576441255,5,0.2,8.218
2016-09-05,2016-09-10,Standard Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Appliances,4.1555964382538635,3,0.8,-166.3935
2016-09-05,2016-09-10,Standard Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Fasteners,3.3823542938606757,9,0.2,4.266
2015-09-04,2015-09-07,Second Class,Corporate,United States,Houston,Texas,77095,Central,Technology,Accessories,4.908056092182145,3,0.2,6.7188
2015-09-21,2015-09-26,Standard Class,Home Office,United States,Everett,Massachusetts,2149,East,Technology,Phones,6.381646798351629,2,0.0,147.475
2015-09-21,2015-09-26,Standard Class,Home Office,United States,Everett,Massachusetts,2149,East,Furniture,Chairs,6.298838946655453,3,0.0,141.1644
2017-12-24,2017-12-25,First Class,Home Office,United States,Los Angeles,California,90049,West,Technology,Copiers,7.965876074064096,6,0.2,1007.9832
2017-12-24,2017-12-25,First Class,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Binders,4.516120369154581,3,0.2,33.93
2015-10-05,2015-10-08,Second Class,Corporate,United States,Wilmington,Delaware,19805,East,Office Supplies,Storage,4.36373536470163,5,0.0,21.714
2017-09-09,2017-09-14,Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Supplies,2.285642372263734,3,0.2,-1.9872
2017-09-09,2017-09-14,Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Paper,5.18479026155715,4,0.2,62.1376
2017-09-09,2017-09-14,Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Storage,5.558679628344855,2,0.2,-3.231
2017-09-09,2017-09-14,Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Furniture,Furnishings,2.7170760123095223,3,0.2,4.2408
2016-11-13,2016-11-18,Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,4.36373536470163,5,0.0,20.163
2016-11-13,2016-11-18,Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,3.2534704696327,2,0.0,6.9664
2016-11-13,2016-11-18,Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Art,4.954064942607862,5,0.0,39.41
2016-11-13,2016-11-18,Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,3.627801604605346,3,0.0,9.8901
2015-10-15,2015-10-15,Same Day,Consumer,United States,Mount Pleasant,Michigan,48858,Central,Furniture,Furnishings,2.8981194446869907,2,0.0,6.1704
2017-08-03,2017-08-08,Second Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Labels,3.965563772356176,5,0.0,24.84
2017-08-03,2017-08-08,Second Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,4.827993686091376,3,0.0,11.1564
2015-08-21,2015-08-26,Standard Class,Corporate,United States,San Francisco,California,94122,West,Furniture,Bookcases,6.375702613923858,6,0.15,34.494
2015-08-21,2015-08-26,Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Storage,4.406475315076191,1,0.0,3.2392
2017-03-12,2017-03-17,Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Storage,5.496922293415092,3,0.0,9.7176
2017-04-27,2017-04-29,First Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Art,4.827673532414877,4,0.0,33.4584
2017-04-27,2017-04-29,First Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Art,2.5945081597030812,3,0.0,5.6994
2017-04-27,2017-04-29,First Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Art,3.877431560658527,2,0.0,12.298
2016-09-11,2016-09-16,Standard Class,Consumer,United States,Newport News,Virginia,23602,South,Technology,Copiers,7.3783337429787155,8,0.0,751.9624
2016-09-11,2016-09-16,Standard Class,Consumer,United States,Newport News,Virginia,23602,South,Office Supplies,Envelopes,2.492378664626701,1,0.0,5.4341
2017-10-22,2017-10-24,Second Class,Consumer,United States,Fort Collins,Colorado,80525,West,Office Supplies,Binders,1.4274363044510658,4,0.7,-2.5344
2017-10-22,2017-10-24,Second Class,Consumer,United States,Fort Collins,Colorado,80525,West,Furniture,Chairs,6.3632625588123,4,0.2,-28.9568
2015-08-02,2015-08-06,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,1.9971462989530058,2,0.2,2.1492
2015-08-02,2015-08-06,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Machines,6.32686478076786,2,0.2,41.88
2016-08-12,2016-08-16,Standard Class,Home Office,United States,New York City,New York,10011,East,Furniture,Chairs,4.988825854498598,2,0.1,-8.098
2014-05-30,2014-06-05,Standard Class,Corporate,United States,Richmond,Virginia,23223,South,Office Supplies,Paper,2.6823904543216326,3,0.0,6.129
2016-04-26,2016-05-01,Standard Class,Home Office,United States,New York City,New York,10009,East,Furniture,Chairs,6.076829986952601,3,0.1,62.7822
2017-05-14,2017-05-19,Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Paper,6.08947562166464,9,0.0,206.8893
2017-05-14,2017-05-19,Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Supplies,4.180522258463153,5,0.0,1.932
2017-04-08,2017-04-12,Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Paper,5.503500592485254,5,0.0,114.9385
2017-04-08,2017-04-12,Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Paper,5.281984711927139,4,0.0,97.88
2017-02-17,2017-02-23,Standard Class,Home Office,United States,Perth Amboy,New Jersey,8861,East,Office Supplies,Paper,2.546315277916644,2,0.0,5.7624
2017-02-17,2017-02-23,Standard Class,Home Office,United States,Perth Amboy,New Jersey,8861,East,Office Supplies,Storage,5.120684799240213,5,0.0,39.948
2017-06-24,2017-06-26,Second Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Fasteners,1.355835153635182,1,0.0,1.3536
2014-05-05,2014-05-10,Standard Class,Corporate,United States,Freeport,Illinois,61032,Central,Office Supplies,Storage,3.834018219780175,2,0.2,3.9592
2015-05-03,2015-05-07,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,4.109298854003912,2,0.2,14.2272
2015-05-03,2015-05-07,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Appliances,3.2066412871998584,2,0.2,6.5164
